ind_id,race_id,municipality,csd,province,first_name,last_name,party,votes_received,total_votes,incumbent,elected,acclaimed,gender,election_year,election_date,position,ward,source
NA,HighRiver2021councillor99,High River,NA,AB,Dominic,VonRaven,Independent,276,21591,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,HighRiver2021councillor99,High River,NA,AB,Brenda,Walsh,Independent,1769,21591,0,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021mayor99,Okotoks,NA,AB,Naydene,Lewis,Independent,1166,7451,0,0,0,F,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,Okotoks2021mayor99,Okotoks,NA,AB,Jeff,Reinhart,Independent,1876,7451,0,0,0,M,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,Okotoks2021mayor99,Okotoks,NA,AB,Tanya,Thorn,Independent,4409,7451,0,1,0,F,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Cheryl,Actemichuk,Independent,2952,35375,0,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Ryan,Brown,Independent,1855,35375,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Sylvia,Doublet,Independent,999,35375,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Ashley,Dreger,Independent,1068,35375,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Dusty,Froom,Independent,697,35375,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Oliver,Hallmark,Independent,2328,35375,0,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Leona,Ham,Independent,192,35375,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Ken,Heemeryck,Independent,2799,35375,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Jakob,Hansel,Independent,433,35375,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Gord,Lang,Independent,2231,35375,0,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Wendy,Langton,Independent,1445,35375,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Shawna,Lawson,Independent,2120,35375,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,James,Lee,Independent,721,35375,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Don,Mably,Independent,741,35375,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Jessica,Maurice,Independent,1464,35375,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Renee,Miller,Independent,990,35375,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Ryan,Nix,Independent,1926,35375,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Dan,Onerheim,Independent,1148,35375,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Trellis,Palmer,Independent,1176,35375,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Rodney Rene,Potrie,Independent,978,35375,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Rachel,Swandseid,Independent,2360,35375,0,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Brent,Robinson,Independent,3339,35375,0,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Glen,Stiebsen,Independent,389,35375,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Okotoks2021councillor99,Okotoks,NA,AB,Tassidq Hussain,Syed,Independent,1024,35375,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor1,Rocky View County,NA,AB,Kevin,Hanson,Independent,1024,1753,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,1.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor1,Rocky View County,NA,AB,Brent,Moore,Independent,729,1753,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,1.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor2,Rocky View County,NA,AB,Don,Kochan,Independent,1022,1810,0,1,0,M,2021,2021-10-18T00:00:00Z,councillor,2.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor2,Rocky View County,NA,AB,Kim,McKylor,Independent,788,1810,1,0,0,F,2021,2021-10-18T00:00:00Z,councillor,2.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor3,Rocky View County,NA,AB,Jolene,Airth,Independent,745,1551,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,3.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor3,Rocky View County,NA,AB,Crystal,Kissel,Independent,806,1551,1,1,0,F,2021,2021-10-18T00:00:00Z,councillor,3.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor4,Rocky View County,NA,AB,Dan,Henn,Independent,333,1898,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,4.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor4,Rocky View County,NA,AB,Roc,Spence,Independent,757,1898,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,4.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor4,Rocky View County,NA,AB,Samanntha,Wright,Independent,808,1898,0,1,0,F,2021,2021-10-18T00:00:00Z,councillor,4.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor5,Rocky View County,NA,AB,Greg,Boehike,Independent,707,1729,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,5.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor5,Rocky View County,NA,AB,Theodore,Francois,Independent,389,1729,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,5.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor5,Rocky View County,NA,AB,Mark,Jette,Independent,437,1729,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,5.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor5,Rocky View County,NA,AB,John,McMurray,Independent,196,1729,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,5.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor6,Rocky View County,NA,AB,Roland,Ashdown,Independent,452,1980,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,6.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor6,Rocky View County,NA,AB,Jerry,Gautreau,Independent,450,1980,1,0,0,M,2021,2021-10-18T00:00:00Z,councillor,6.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor6,Rocky View County,NA,AB,Sunny,Samra,Independent,969,1980,0,1,0,M,2021,2021-10-18T00:00:00Z,councillor,6.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor6,Rocky View County,NA,AB,Jeremy,Stinson,Independent,109,1980,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,6.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor7,Rocky View County,NA,AB,Sylsha,Bates,Independent,460,1137,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,7.0,Canadian Municipal Barometer
NA,RockyViewCounty2021councillor7,Rocky View County,NA,AB,Al,Schule,Independent,677,1137,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,7.0,Canadian Municipal Barometer
NA,GrandePrairie2021mayor99,Grande Prairie,NA,AB,Jackie,Clayton,Independent,4270,9552,0,1,0,F,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021mayor99,Grande Prairie,NA,AB,Eunice,Friesen,Independent,4135,9552,0,0,0,F,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021mayor99,Grande Prairie,NA,AB,Bryan,Petryshyn,Independent,310,9552,0,0,0,M,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021mayor99,Grande Prairie,NA,AB,Glyn,Gruner,Independent,837,9552,0,0,0,M,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Ejibola Folashade,Adetokunbo-Taiwo,Independent,1832,55922,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Grant,Berg,Independent,5014,55922,0,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Gladys,Blackmore,Independent,3300,55922,0,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Wendy,Bosch,Independent,3803,55922,0,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Dylan,Bressey,Independent,4493,55922,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Tammy,Brown,Independent,2923,55922,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Melissa J.,Erickson,Independent,2410,55922,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Gerald Scott,Hafner,Independent,1209,55922,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Michelle Lena,Jasper,Independent,1554,55922,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,John,Lehners,Independent,3719,55922,0,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Kevin,McLean,Independent,2985,55922,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Yad,Minhas,Independent,3010,55922,1,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Paul Rovin,Ngetmital,Independent,454,55922,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Mike,O'Connor,Independent,3284,55922,0,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Solomon,Okifoh,Independent,2765,55922,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Kevin,O'Toole,Independent,4103,55922,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Sarvinder,Singh,Independent,1582,55922,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Chris,Thiessen,Independent,5515,55922,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,GrandePrairie2021councillor99,Grande Prairie,NA,AB,Neil,Tuazon,Independent,1967,55922,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021mayor99,St. Albert,NA,AB,Catherine (Cathy),Heron,Independent,6946,17618,1,1,0,F,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,St.Albert2021mayor99,St. Albert,NA,AB,David,Letourneau,Independent,2586,17618,0,0,0,M,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,St.Albert2021mayor99,St. Albert,NA,AB,Bob,Russell,Independent,1745,17618,0,0,0,M,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,St.Albert2021mayor99,St. Albert,NA,AB,Angela,Wood,Independent,6341,17618,0,0,0,F,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Shelley,Biermanski,Independent,6278,89508,0,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Wes,Brodhead,Independent,7248,89508,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Gilbert,Cantin,Independent,3214,89508,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Sandy,Clark,Independent,6045,89508,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Jennifer,Cote,Independent,4840,89508,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Mike,Ferguson,Independent,1267,89508,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Ross,Guffei,Independent,4955,89508,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Sheena,Hughes,Independent,7813,89508,1,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Jess,Kevan Donald,Independent,4100,89508,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Natalie,Joly,Independent,7091,89508,1,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Rachel,Jones,Independent,4104,89508,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Donna,Kawahara,Independent,4079,89508,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Mike,Killick,Independent,6376,89508,0,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Shawn Michael,LeMay,Independent,2700,89508,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Ken,MacKay,Independent,7812,89508,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Wally,Popik,Independent,2388,89508,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Louis,Sobelewski,Independent,2623,89508,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Isador Peter,Stoyko,Independent,1370,89508,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Joseph,Trapani,Independent,888,89508,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,St.Albert2021councillor99,St. Albert,NA,AB,Leonard,Wilkins,Independent,4317,89508,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021mayor99,Cochrane,NA,AB,Jeff,Genung,Independent,NA,NA,1,1,1,M,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Kaitlin,Chamberlain,Independent,981,33708,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Alan,Cox,Independent,874,33708,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Paul Gregory,Crierie,Independent,739,33708,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Brandon Michael,Cruze,Independent,1584,33708,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Daniel,Cunin,Independent,1478,33708,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Marni,Fedeyko,Independent,3036,33708,1,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Susan,Flowers,Independent,2956,33708,1,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Erika,Lange,Independent,951,33708,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Tara,McFadden,Independent,3140,33708,1,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Ryan,McMillan,Independent,1220,33708,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Todd,Muir,Independent,1395,33708,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Alexander William,Murphy,Independent,184,33708,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Deborah,Murphy,Independent,875,33708,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Morgan,Nagel,Independent,3527,33708,1,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Samantha Lynn,Nickerson,Independent,1112,33708,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Alex,Reed,Independent,2498,33708,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Paul,Singh,Independent,2420,33708,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Bruce,Townley,Independent,1788,33708,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Cochrane2021councillor99,Cochrane,NA,AB,Patrick,Wilson,Independent,2950,33708,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021mayor99,Airdrie,NA,AB,Peter,Brown,Independent,7847,11821,1,1,0,M,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,Airdrie2021mayor99,Airdrie,NA,AB,Lindsey,Coyle,Independent,2382,11821,0,0,0,F,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,Airdrie2021mayor99,Airdrie,NA,AB,Allan,Hunter,Independent,1592,11821,0,0,0,M,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Sunday,Adeleye,Independent,2020,55816,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Darrell,Belyk,Independent,3014,55816,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Trevor,Cameron,Independent,2163,55816,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Ronald,Chapman,Independent,5161,55816,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Jaclyn,Dorchak,Independent,2738,55816,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Christopher,Glass,Independent,2550,55816,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Derrick,Greenwood,Independent,2144,55816,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Alfred,Jones,Independent,4502,55816,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Candice,Kolson,Independent,5111,55816,1,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Reggie,Lang,Independent,1391,55816,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Rachael,Mercedes,Independent,2084,55816,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Sylvia Lorena,Perez Leal,Independent,2072,55816,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Tina,Petrow,Independent,6827,55816,1,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Jay,Raymundo,Independent,2917,55816,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Heather,Spearman,Independent,4937,55816,0,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Mark,Steffler,Independent,2823,55816,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Christopher,Stockton,Independent,2757,55816,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Airdrie2021councillor99,Airdrie,NA,AB,Tanveer,Taj,Independent,605,55816,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
NA,Leduc2021mayor99,Leduc,NA,AB,Karen,Richert,Independent,914,6931,0,0,0,F,2021,2021-10-18T00:00:00Z,Mayor,99.0,Canadian Municipal Barometer
NA,Leduc2021mayor99,Leduc,NA,AB,Lynn Dale,Schrader,Independent,1426,6931,0,0,0,M,2021,2021-10-18T00:00:00Z,Mayor,99.0,Canadian Municipal Barometer
NA,Leduc2021mayor99,Leduc,NA,AB,Robert John,Young,Independent,4591,6931,1,1,0,M,2021,2021-10-18T00:00:00Z,Mayor,99.0,Canadian Municipal Barometer
NA,Leduc2021councillor99,Leduc,NA,AB,Beverly Dianne,Beckett,Independent,3617,33044,1,1,0,F,2021,2021-10-18T00:00:00Z,Councillor,99.0,Canadian Municipal Barometer
NA,Leduc2021councillor99,Leduc,NA,AB,Glen W.,Finstad,Independent,3844,33044,1,1,0,M,2021,2021-10-18T00:00:00Z,Councillor,99.0,Canadian Municipal Barometer
NA,Leduc2021councillor99,Leduc,NA,AB,Tammy,Haayema,Independent,2922,33044,0,0,0,F,2021,2021-10-18T00:00:00Z,Councillor,99.0,Canadian Municipal Barometer
NA,Leduc2021councillor99,Leduc,NA,AB,William Cedric,Hamilton,Independent,3476,33044,1,1,0,M,2021,2021-10-18T00:00:00Z,Councillor,99.0,Canadian Municipal Barometer
NA,Leduc2021councillor99,Leduc,NA,AB,Lars,Hansen,Independent,4688,33044,1,1,0,M,2021,2021-10-18T00:00:00Z,Councillor,99.0,Canadian Municipal Barometer
NA,Leduc2021councillor99,Leduc,NA,AB,Jeremy Lyle,Langedahl,Independent,1081,33044,0,0,0,M,2021,2021-10-18T00:00:00Z,Councillor,99.0,Canadian Municipal Barometer
NA,Leduc2021councillor99,Leduc,NA,AB,Terry,Lazowski,Independent,3225,33044,1,0,0,M,2021,2021-10-18T00:00:00Z,Councillor,99.0,Canadian Municipal Barometer
