,ind_id,race_id,municipality,csd,province,first_name,last_name,party,votes_received,total_votes,incumbent,elected,acclaimed,gender,election_year,election_date,position,ward,source
105,,Strathmore2021councillor99,Strathmore,,AB,John,Hilton-O'Brien,Independent,1373.0,17039.0,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
106,,Strathmore2021councillor99,Strathmore,,AB,Ken,Kuenzi,Independent,1297.0,17039.0,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
107,,Strathmore2021councillor99,Strathmore,,AB,Melissa,Langmaid,Independent,1671.0,17039.0,0,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
108,,Strathmore2021councillor99,Strathmore,,AB,Debbie,Mitzner,Independent,1536.0,17039.0,0,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
109,,Strathmore2021councillor99,Strathmore,,AB,Jason,Montgomery,Independent,1544.0,17039.0,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
110,,Strathmore2021councillor99,Strathmore,,AB,Denise,Peterson,Independent,1672.0,17039.0,1,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
111,,Strathmore2021councillor99,Strathmore,,AB,Jacy,Rapke,Independent,1308.0,17039.0,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
112,,Strathmore2021councillor99,Strathmore,,AB,Kevin,Reynolds,Independent,604.0,17039.0,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
113,,Strathmore2021councillor99,Strathmore,,AB,Craig,Vandenberg,Independent,941.0,17039.0,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
114,,Strathmore2021councillor99,Strathmore,,AB,Richard,Wegener,Independent,1502.0,17039.0,0,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
115,,Strathmore2021councillor99,Strathmore,,AB,Brent,Wiley,Independent,1527.0,17039.0,0,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
116,,FoothillsNo.312021councillor1,Foothills No. 31,,AB,Robert,Siewert,Independent,,,1,1,1,M,2021,2021-10-18T00:00:00Z,councillor,1.0,Canadian Municipal Barometer
117,,FoothillsNo.312021councillor2,Foothills No. 31,,AB,Delilah,Miller,Independent,,,1,1,1,F,2021,2021-10-18T00:00:00Z,councillor,2.0,Canadian Municipal Barometer
118,,FoothillsNo.312021councillor3,Foothills No. 31,,AB,Hugo,Bonjean,Independent,177.0,878.0,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,3.0,Canadian Municipal Barometer
119,,FoothillsNo.312021councillor3,Foothills No. 31,,AB,Barbara,Castell,Independent,275.0,878.0,0,1,0,F,2021,2021-10-18T00:00:00Z,councillor,3.0,Canadian Municipal Barometer
120,,FoothillsNo.312021councillor3,Foothills No. 31,,AB,Laura,Kendall,Independent,224.0,878.0,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,3.0,Canadian Municipal Barometer
121,,FoothillsNo.312021councillor3,Foothills No. 31,,AB,Dan,MacDonald,Independent,202.0,878.0,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,3.0,Canadian Municipal Barometer
122,,FoothillsNo.312021councillor4,Foothills No. 31,,AB,Suzanne,Oel,Independent,,,1,1,1,F,2021,2021-10-18T00:00:00Z,councillor,4.0,Canadian Municipal Barometer
123,,FoothillsNo.312021councillor5,Foothills No. 31,,AB,Alan,Alger,Independent,,,1,1,1,M,2021,2021-10-18T00:00:00Z,councillor,5.0,Canadian Municipal Barometer
124,,FoothillsNo.312021councillor6,Foothills No. 31,,AB,John,Callister,Independent,215.0,708.0,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,6.0,Canadian Municipal Barometer
125,,FoothillsNo.312021councillor6,Foothills No. 31,,AB,Don,Waldorf,Independent,493.0,708.0,0,1,0,M,2021,2021-10-18T00:00:00Z,councillor,6.0,Canadian Municipal Barometer
126,,FoothillsNo.312021councillor7,Foothills No. 31,,AB,Wayne,Anderson,Independent,183.0,667.0,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,7.0,Canadian Municipal Barometer
127,,FoothillsNo.312021councillor7,Foothills No. 31,,AB,Janet,Andrusiw,Independent,116.0,667.0,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,7.0,Canadian Municipal Barometer
128,,FoothillsNo.312021councillor7,Foothills No. 31,,AB,Ronald,McHugh,Independent,368.0,667.0,1,1,0,M,2021,2021-10-18T00:00:00Z,councillor,7.0,Canadian Municipal Barometer
129,,HighRiver2021mayor99,High River,,AB,Jeff,Langford,Independent,1586.0,4212.0,0,0,0,M,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
130,,HighRiver2021mayor99,High River,,AB,Craig L.,Snodgrass,Independent,2626.0,4212.0,1,1,0,M,2021,2021-10-18T00:00:00Z,mayor,99.0,Canadian Municipal Barometer
131,,HighRiver2021councillor99,High River,,AB,Jamie (James),Barton,Independent,1866.0,21591.0,0,1,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
132,,HighRiver2021councillor99,High River,,AB,Ken,Bayliff,Independent,538.0,21591.0,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
133,,HighRiver2021councillor99,High River,,AB,Terry,Coleman,Independent,1546.0,21591.0,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
134,,HighRiver2021councillor99,High River,,AB,Dominick,Dodge,Independent,560.0,21591.0,0,0,0,M,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
135,,HighRiver2021councillor99,High River,,AB,Deborah,Gauger,Independent,1529.0,21591.0,0,0,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
136,,HighRiver2021councillor99,High River,,AB,Jenny,Jones,Independent,2255.0,21591.0,0,1,0,F,2021,2021-10-18T00:00:00Z,councillor,99.0,Canadian Municipal Barometer
